"id","status_group"
30362,"non functional"
29200,"functional"
48207,"functional"
5169,"non functional"
10865,"non functional"
48994,"non functional"
27483,"functional"
4802,"non functional"
6024,"functional"
52999,"functional"
12513,"non functional"
50674,"functional"
49108,"functional"
72224,"non functional"
13828,"non functional"
61051,"non functional"
43717,"functional"
66773,"non functional"
52059,"functional"
14014,"functional"
33098,"non functional"
18004,"functional"
49510,"functional"
33775,"non functional"
59126,"non functional"
60508,"non functional"
69680,"functional"
32334,"non functional"
49944,"functional"
37219,"functional"
34876,"non functional"
6160,"functional"
14998,"functional"
51635,"non functional"
25806,"non functional"
28063,"non functional"
24315,"functional"
19994,"non functional"
14533,"functional"
22102,"functional"
55097,"non functional"
52399,"functional"
21410,"functional"
50788,"non functional"
30143,"non functional"
31438,"non functional"
50605,"functional"
38138,"non functional"
37714,"functional"
12458,"functional"
63847,"non functional"
38941,"functional"
58006,"functional"
3701,"non functional"
63176,"non functional"
32907,"non functional"
63884,"functional"
22345,"non functional"
58020,"functional"
6689,"functional"
26308,"non functional"
14398,"functional"
14818,"functional"
6353,"non functional"
43839,"non functional"
2840,"non functional"
59264,"functional"
8560,"non functional"
21778,"functional"
1718,"functional"
67618,"non functional"
66982,"functional"
48558,"functional"
44952,"non functional"
68081,"non functional"
7118,"non functional"
53226,"functional"
72612,"non functional"
15657,"functional"
15032,"functional"
71183,"non functional"
47231,"functional"
59893,"functional"
18294,"non functional"
2375,"non functional"
24452,"non functional"
60068,"functional"
22177,"non functional"
15599,"functional"
58770,"functional"
33128,"non functional"
6079,"functional"
13266,"functional"
35442,"non functional"
61825,"non functional"
41385,"non functional"
4520,"functional"
69554,"non functional"
26582,"functional"
45162,"functional"
51277,"non functional"
19496,"functional"
70560,"functional"
22059,"non functional"
20955,"non functional"
20485,"non functional"
66852,"functional"
6978,"non functional"
48612,"functional"
71666,"functional"
24170,"non functional"
17850,"functional"
43902,"functional"
56723,"non functional"
64536,"non functional"
1233,"non functional"
42143,"functional"
40374,"non functional"
32954,"functional"
68984,"functional"
11978,"non functional"
65189,"functional"
16038,"functional"
28449,"non functional"
56904,"non functional"
64601,"non functional"
72436,"functional"
6144,"non functional"
70599,"functional"
70655,"functional"
43023,"non functional"
65545,"functional"
31000,"functional"
26482,"non functional"
25686,"non functional"
15651,"non functional"
19192,"functional"
73785,"non functional"
2125,"functional"
65140,"functional"
29595,"non functional"
5306,"functional"
45147,"functional"
39443,"non functional"
47769,"non functional"
29520,"non functional"
69998,"functional"
34484,"non functional"
71981,"functional"
51469,"functional"
17422,"non functional"
23257,"functional"
15856,"functional"
228,"non functional"
35713,"non functional"
54385,"non functional"
65399,"functional"
5863,"non functional"
49266,"functional"
24312,"functional"
68374,"non functional"
55651,"functional"
52250,"functional"
74244,"non functional"
61104,"non functional"
19955,"non functional"
43510,"functional"
41099,"non functional"
51305,"functional"
71832,"functional"
24812,"non functional"
57060,"functional"
3193,"functional"
20040,"non functional"
682,"non functional"
47417,"non functional"
9536,"functional"
56423,"non functional"
4770,"functional"
10926,"functional"
70775,"non functional"
3344,"functional"
7940,"functional"
41872,"non functional"
14226,"non functional"
1084,"non functional"
29695,"functional"
53357,"non functional"
38502,"functional"
45263,"functional"
11664,"non functional"
45951,"functional"
31956,"functional"
72722,"non functional"
1457,"non functional"
58604,"non functional"
10150,"functional"
13140,"non functional"
4158,"functional"
33365,"functional"
2512,"non functional"
3792,"functional"
41158,"functional"
49470,"non functional"
45060,"non functional"
61264,"non functional"
42048,"functional"
52317,"non functional"
26066,"functional"
5082,"functional"
39794,"non functional"
282,"functional"
13617,"functional"
70883,"non functional"
46582,"non functional"
18763,"non functional"
13744,"functional"
71273,"non functional"
2447,"functional"
74063,"functional"
33761,"non functional"
73129,"functional"
38438,"functional"
66706,"non functional"
71117,"non functional"
7078,"non functional"
519,"functional"
55708,"non functional"
38509,"functional"
57945,"functional"
27176,"non functional"
68377,"functional"
849,"functional"
47114,"non functional"
41438,"non functional"
21111,"non functional"
37406,"functional"
10498,"non functional"
34231,"functional"
56341,"functional"
18051,"non functional"
35331,"functional"
58056,"functional"
61167,"non functional"
4920,"non functional"
40357,"non functional"
43318,"functional"
21087,"non functional"
68111,"functional"
11661,"functional"
16322,"non functional"
49232,"functional"
54765,"functional"
71388,"non functional"
18604,"non functional"
44350,"non functional"
62598,"functional"
43591,"non functional"
51885,"functional"
13290,"functional"
12485,"non functional"
1968,"functional"
62032,"functional"
13395,"non functional"
27384,"non functional"
50484,"non functional"
23050,"functional"
31156,"non functional"
32559,"functional"
70435,"functional"
22655,"non functional"
44573,"functional"
9332,"functional"
46413,"non functional"
6930,"non functional"
7830,"non functional"
30613,"functional"
2715,"non functional"
1873,"functional"
69719,"functional"
31230,"non functional"
57424,"functional"
20682,"functional"
23566,"non functional"
38271,"non functional"
47572,"non functional"
71841,"functional"
73967,"non functional"
60861,"functional"
20526,"functional"
38337,"non functional"
20014,"functional"
57709,"functional"
19588,"non functional"
27587,"non functional"
9984,"non functional"
70608,"functional"
64499,"non functional"
38582,"functional"
359,"functional"
11158,"non functional"
37242,"functional"
71892,"functional"
18826,"non functional"
42859,"non functional"
52768,"non functional"
34690,"functional"
28004,"non functional"
45813,"functional"
56875,"functional"
14917,"non functional"
30105,"functional"
12955,"functional"
44032,"non functional"
53634,"non functional"
13922,"non functional"
67888,"functional"
24970,"non functional"
47673,"functional"
12015,"functional"
20259,"non functional"
24333,"functional"
48864,"functional"
3186,"non functional"
40617,"non functional"
39727,"non functional"
26524,"functional"
49963,"non functional"
33392,"functional"
65604,"functional"
25439,"non functional"
32689,"functional"
39346,"functional"
44111,"non functional"
48509,"non functional"
58191,"non functional"
38311,"functional"
32588,"non functional"
51097,"functional"
21616,"functional"
1546,"non functional"
50592,"functional"
15153,"functional"
60451,"non functional"
39092,"non functional"
44066,"non functional"
44259,"functional"
1984,"non functional"
61682,"functional"
59320,"functional"
62678,"non functional"
2798,"functional"
54555,"functional"
46806,"non functional"
67541,"non functional"
65284,"non functional"
31265,"functional"
34288,"non functional"
38812,"functional"
14868,"functional"
64873,"non functional"
22140,"functional"
11260,"functional"
62930,"non functional"
36875,"non functional"
66406,"non functional"
12160,"functional"
60923,"non functional"
41028,"functional"
72710,"functional"
51571,"non functional"
32839,"functional"
10978,"functional"
30879,"non functional"
67002,"non functional"
60951,"non functional"
1889,"functional"
51701,"non functional"
59284,"functional"
26460,"functional"
23917,"non functional"
19445,"functional"
20634,"functional"
48271,"non functional"
39770,"non functional"
12535,"non functional"
9948,"functional"
50686,"non functional"
35931,"functional"
14955,"functional"
48997,"non functional"
71077,"functional"
26013,"functional"
12541,"non functional"
10225,"non functional"
48523,"non functional"
44597,"functional"
18030,"non functional"
67297,"functional"
18418,"functional"
8365,"non functional"
31248,"functional"
49370,"functional"
55014,"non functional"
10408,"non functional"
22728,"non functional"
57343,"functional"
42461,"non functional"
73501,"functional"
32679,"functional"
52750,"non functional"
51655,"functional"
43087,"functional"
66847,"non functional"
32537,"non functional"
54168,"non functional"
45987,"functional"
17470,"non functional"
46205,"functional"
37807,"functional"
9963,"non functional"
72385,"functional"
36930,"functional"
29101,"non functional"
26414,"non functional"
48369,"non functional"
13017,"functional"
49421,"non functional"
21523,"functional"
67645,"functional"
50154,"non functional"
62378,"functional"
47337,"functional"
44517,"non functional"
52483,"non functional"
60224,"non functional"
23021,"functional"
69858,"non functional"
29599,"functional"
64096,"functional"
18671,"non functional"
3281,"functional"
72728,"functional"
15987,"non functional"
73993,"non functional"
17644,"non functional"
37494,"functional"
47009,"non functional"
71115,"functional"
12145,"functional"
28083,"non functional"
37806,"functional"
51762,"functional"
1639,"non functional"
17981,"non functional"
18042,"non functional"
25894,"functional"
18132,"non functional"
9731,"functional"
10333,"functional"
396,"non functional"
25433,"functional"
11399,"functional"
31007,"non functional"
18822,"non functional"
27827,"non functional"
47700,"functional"
14193,"non functional"
46699,"functional"
49699,"functional"
72914,"non functional"
24535,"functional"
49846,"functional"
27110,"non functional"
29828,"non functional"
73173,"non functional"
59807,"functional"
30737,"non functional"
50319,"functional"
27267,"functional"
54308,"non functional"
41628,"functional"
56360,"functional"
16622,"non functional"
43432,"non functional"
44404,"non functional"
50354,"functional"
68698,"non functional"
3977,"functional"
40031,"functional"
23191,"non functional"
59440,"functional"
53544,"functional"
57825,"non functional"
35534,"non functional"
30093,"non functional"
59732,"functional"
50472,"non functional"
63806,"functional"
11743,"functional"
27778,"non functional"
4460,"functional"
45776,"functional"
46743,"non functional"
68878,"non functional"
20967,"non functional"
59833,"functional"
53635,"non functional"
45831,"functional"
59065,"functional"
8700,"non functional"
6965,"functional"
56369,"functional"
74106,"non functional"
23763,"non functional"
38235,"non functional"
51342,"functional"
29236,"non functional"
8314,"functional"
38335,"functional"
42494,"non functional"
25358,"functional"
52693,"functional"
66427,"non functional"
20769,"non functional"
24754,"non functional"
3797,"functional"
53859,"non functional"
27206,"functional"
58407,"functional"
13374,"non functional"
11028,"functional"
38930,"functional"
26982,"non functional"
14778,"non functional"
51587,"non functional"
17015,"functional"
25028,"non functional"
35293,"functional"
8068,"functional"
73052,"non functional"
51753,"functional"
15035,"functional"
60817,"non functional"
55374,"non functional"
10096,"non functional"
12074,"functional"
50198,"non functional"
33773,"functional"
6287,"functional"
16222,"non functional"
13418,"functional"
243,"functional"
5673,"non functional"
38441,"non functional"
57081,"non functional"
14525,"functional"
13389,"non functional"
65683,"functional"
21136,"functional"
34199,"non functional"
25206,"functional"
55334,"functional"
30168,"non functional"
19998,"non functional"
27760,"non functional"
70205,"functional"
32421,"non functional"
40287,"functional"
4537,"functional"
46300,"non functional"
49063,"functional"
73414,"functional"
54220,"non functional"
2838,"non functional"
46979,"non functional"
34307,"functional"
36899,"non functional"
27797,"functional"
48131,"functional"
70738,"non functional"
56821,"functional"
35203,"functional"
67513,"non functional"
48623,"non functional"
48526,"non functional"
71696,"functional"
507,"non functional"
7283,"functional"
3421,"functional"
15585,"non functional"
44581,"functional"
72733,"functional"
46120,"non functional"
29358,"non functional"
5664,"non functional"
2285,"functional"
5661,"non functional"
47657,"functional"
40777,"functional"
23177,"non functional"
62023,"functional"
46834,"functional"
54573,"non functional"
2311,"non functional"
36977,"non functional"
62283,"functional"
62935,"non functional"
28008,"functional"
60373,"functional"
34523,"non functional"
46550,"functional"
12068,"functional"
4365,"non functional"
49342,"non functional"
6418,"non functional"
33741,"functional"
53296,"non functional"
74206,"functional"
17681,"functional"
58387,"non functional"
33887,"functional"
35848,"functional"
13667,"non functional"
38183,"non functional"
61501,"non functional"
16185,"functional"
69225,"non functional"
7730,"functional"
64895,"functional"
496,"non functional"
42433,"functional"
32757,"functional"
16856,"non functional"
3503,"non functional"
73404,"non functional"
25092,"functional"
56114,"non functional"
67755,"functional"
59292,"functional"
27131,"non functional"
36880,"functional"
29934,"functional"
61140,"non functional"
6375,"non functional"
57413,"non functional"
52719,"functional"
45534,"non functional"
57626,"functional"
1523,"functional"
62801,"non functional"
11025,"functional"
66579,"functional"
42099,"non functional"
68278,"non functional"
20349,"non functional"
18762,"functional"
67374,"non functional"
27139,"functional"
21420,"functional"
52382,"non functional"
55389,"functional"
41881,"functional"
20879,"non functional"
39134,"non functional"
35813,"non functional"
32770,"functional"
9903,"non functional"
37475,"functional"
3618,"functional"
31199,"non functional"
1018,"functional"
57876,"functional"
44128,"non functional"
22587,"non functional"
1143,"non functional"
48065,"functional"
13308,"non functional"
35288,"functional"
60567,"functional"
46380,"non functional"
36502,"functional"
73978,"functional"
19960,"non functional"
22394,"non functional"
49214,"non functional"
23581,"functional"
58744,"non functional"
18540,"functional"
37429,"functional"
11726,"non functional"
24187,"functional"
25907,"functional"
68307,"non functional"
36577,"non functional"
5752,"non functional"
17460,"functional"
24211,"non functional"
64039,"functional"
35159,"functional"
36922,"non functional"
1228,"functional"
14928,"functional"
31814,"non functional"
38492,"non functional"
8754,"non functional"
68130,"functional"
19092,"non functional"
36898,"functional"
48574,"functional"
54791,"non functional"
57644,"functional"
43217,"functional"
14922,"non functional"
64775,"non functional"
59160,"non functional"
38141,"functional"
51518,"non functional"
43481,"functional"
36632,"functional"
4347,"non functional"
57963,"functional"
73460,"functional"
26874,"non functional"
45280,"non functional"
50748,"non functional"
33993,"functional"
11535,"non functional"
13028,"functional"
39580,"functional"
66084,"non functional"
72376,"functional"
63494,"functional"
5560,"non functional"
53309,"non functional"
17248,"non functional"
38848,"functional"
29171,"non functional"
12765,"functional"
72042,"functional"
45045,"non functional"
30553,"functional"
15746,"functional"
71754,"non functional"
26176,"non functional"
40403,"non functional"
64029,"functional"
56238,"non functional"
52432,"functional"
38677,"functional"
2448,"non functional"
73548,"functional"
51078,"functional"
27549,"non functional"
886,"non functional"
62399,"non functional"
70385,"functional"
60247,"non functional"
48622,"functional"
43977,"functional"
2609,"non functional"
66087,"functional"
63428,"functional"
57506,"non functional"
31307,"non functional"
51965,"non functional"
9288,"functional"
68778,"non functional"
22485,"functional"
57533,"functional"
6589,"non functional"
4402,"functional"
33976,"functional"
24206,"non functional"
16883,"non functional"
68280,"non functional"
60751,"functional"
57895,"non functional"
73433,"functional"
59045,"functional"
62351,"non functional"
32272,"functional"
34754,"functional"
8809,"non functional"
35885,"non functional"
39827,"non functional"
63158,"functional"
28801,"non functional"
52813,"functional"
21457,"functional"
17610,"non functional"
4984,"functional"
37979,"functional"
62974,"non functional"
47204,"non functional"
57616,"non functional"
35329,"functional"
10767,"non functional"
39234,"functional"
28022,"functional"
19427,"non functional"
57156,"functional"
25669,"functional"
71153,"non functional"
43875,"non functional"
3448,"non functional"
9629,"functional"
17846,"non functional"
22620,"functional"
2246,"functional"
28894,"non functional"
46489,"functional"
39041,"functional"
65364,"non functional"
7226,"non functional"
2650,"non functional"
7706,"functional"
23147,"non functional"
4797,"functional"
23043,"functional"
13339,"non functional"
4229,"functional"
15853,"functional"
4180,"non functional"
15068,"non functional"
35611,"non functional"
32401,"functional"
4110,"non functional"
62206,"functional"
23600,"functional"
35239,"non functional"
18252,"functional"
18152,"functional"
21850,"non functional"
47509,"non functional"
13585,"non functional"
16501,"functional"
9576,"non functional"
39351,"functional"
40022,"functional"
11435,"non functional"
26631,"functional"
21565,"functional"
40163,"non functional"
13859,"non functional"
50767,"non functional"
1932,"functional"
15282,"non functional"
73231,"functional"
36347,"functional"
22076,"non functional"
32903,"functional"
31789,"functional"
67095,"non functional"
41894,"non functional"
9150,"non functional"
24822,"functional"
40477,"non functional"
43193,"functional"
33377,"functional"
5889,"non functional"
68402,"functional"
11690,"functional"
9583,"non functional"
14643,"non functional"
33152,"non functional"
45285,"functional"
11776,"non functional"
21082,"functional"
11224,"functional"
708,"non functional"
24269,"functional"
66094,"functional"
29402,"non functional"
2132,"non functional"
31876,"non functional"
24888,"functional"
17297,"non functional"
63391,"functional"
65405,"functional"
27306,"non functional"
53792,"functional"
33760,"functional"
36858,"non functional"
21982,"non functional"
47898,"non functional"
45931,"functional"
24282,"non functional"
57867,"functional"
2268,"functional"
42870,"non functional"
51026,"functional"
69496,"functional"
46258,"non functional"
53653,"non functional"
8511,"non functional"
6437,"functional"
45277,"non functional"
53647,"functional"
45297,"functional"
12871,"non functional"
73567,"functional"
37196,"functional"
33031,"non functional"
50322,"non functional"
38362,"non functional"
48934,"functional"
50098,"non functional"
25161,"functional"
69627,"functional"
37050,"non functional"
40161,"functional"
8596,"functional"
17636,"non functional"
14577,"non functional"
56393,"non functional"
12822,"functional"
41075,"non functional"
37885,"functional"
68842,"functional"
66015,"non functional"
21780,"functional"
6796,"functional"
56069,"non functional"
54247,"non functional"
40874,"non functional"
27638,"functional"
57276,"non functional"
15827,"functional"
59544,"functional"
46615,"non functional"
68917,"functional"
32281,"functional"
20795,"non functional"
3775,"non functional"
56610,"non functional"
14626,"functional"
58335,"non functional"
27434,"functional"
45224,"functional"
21863,"non functional"
13646,"functional"
45316,"functional"
39015,"non functional"
62036,"non functional"
19035,"non functional"
46630,"functional"
15059,"non functional"
32074,"functional"
39871,"functional"
32047,"non functional"
9958,"functional"
38679,"functional"
67067,"non functional"
45840,"non functional"
71345,"non functional"
28783,"functional"
56300,"non functional"
25363,"functional"
57254,"functional"
4852,"non functional"
37650,"functional"
37830,"functional"
55583,"non functional"
47834,"non functional"
33053,"non functional"
40053,"functional"
35615,"non functional"
41935,"functional"
53719,"functional"
42782,"non functional"
24343,"functional"
44635,"functional"
46200,"non functional"
31185,"non functional"
16460,"non functional"
17353,"functional"
5891,"non functional"
24375,"functional"
5203,"functional"
62385,"non functional"
56459,"functional"
29879,"functional"
51522,"non functional"
35245,"non functional"
40141,"non functional"
4870,"functional"
29726,"non functional"
43211,"functional"
62320,"functional"
49299,"non functional"
35963,"functional"
24820,"functional"
31300,"non functional"
47524,"non functional"
3102,"non functional"
65536,"functional"
61221,"non functional"
72699,"functional"
67398,"functional"
13994,"non functional"
27826,"functional"
1379,"functional"
2681,"non functional"
53171,"non functional"
2389,"non functional"
55799,"functional"
59952,"non functional"
13243,"functional"
52845,"functional"
7141,"non functional"
36793,"functional"
28913,"functional"
22001,"non functional"
38907,"non functional"
11162,"non functional"
31701,"functional"
19800,"non functional"
68622,"functional"
36197,"functional"
41645,"non functional"
41299,"functional"
63689,"functional"
64196,"non functional"
3309,"non functional"
60962,"non functional"
69933,"functional"
58960,"non functional"
52915,"functional"
24332,"functional"
46346,"non functional"
73840,"functional"
20540,"functional"
25032,"non functional"
55800,"non functional"
30448,"non functional"
31637,"functional"
57334,"non functional"
19040,"functional"
16127,"functional"
18166,"non functional"
37428,"functional"
60465,"functional"
38724,"non functional"
56443,"non functional"
13307,"non functional"
40329,"functional"
845,"non functional"
36907,"functional"
39583,"functional"
29041,"non functional"
57528,"functional"
33196,"functional"
14740,"non functional"
52667,"non functional"
403,"non functional"
59130,"functional"
45426,"non functional"
66786,"functional"
53110,"functional"
12745,"non functional"
26571,"functional"
21083,"functional"
55246,"non functional"
23085,"non functional"
41860,"non functional"
65999,"functional"
4741,"non functional"
8189,"functional"
45623,"functional"
51651,"non functional"
3575,"functional"
73396,"functional"
70645,"non functional"
55369,"non functional"
16473,"non functional"
68346,"functional"
9481,"non functional"
21439,"functional"
835,"functional"
24667,"non functional"
64713,"functional"
35303,"functional"
62990,"non functional"
40591,"non functional"
15240,"non functional"
36088,"functional"
18110,"non functional"
2314,"functional"
14209,"functional"
44542,"non functional"
16684,"functional"
18841,"functional"
12368,"non functional"
60453,"non functional"
66939,"non functional"
69334,"functional"
50057,"non functional"
59836,"functional"
44365,"functional"
23168,"non functional"
27877,"functional"
23909,"functional"
15424,"non functional"
46084,"non functional"
26292,"non functional"
28159,"functional"
57935,"non functional"
48599,"functional"
768,"functional"
62438,"non functional"
27414,"functional"
46750,"functional"
16436,"non functional"
32535,"non functional"
41758,"non functional"
66899,"functional"
24670,"non functional"
31459,"functional"
66195,"functional"
54881,"non functional"
52075,"functional"
41587,"functional"
60141,"non functional"
41043,"non functional"
43950,"non functional"
48121,"functional"
65965,"non functional"
70664,"functional"
4887,"functional"
62128,"non functional"
62993,"functional"
54823,"functional"
67336,"non functional"
11461,"non functional"
6405,"non functional"
3604,"functional"
13496,"non functional"
69465,"functional"
52159,"functional"
62523,"non functional"
12909,"functional"
9031,"functional"
38142,"non functional"
9976,"non functional"
12457,"non functional"
83,"functional"
41441,"non functional"
37002,"functional"
14445,"functional"
49312,"non functional"
37763,"functional"
18581,"functional"
17791,"non functional"
37664,"non functional"
55316,"non functional"
67418,"functional"
62465,"non functional"
8682,"functional"
18905,"functional"
8129,"non functional"
6490,"functional"
58222,"functional"
26087,"non functional"
54721,"non functional"
2986,"non functional"
62250,"functional"
13215,"non functional"
40638,"functional"
52286,"functional"
56328,"non functional"
66140,"functional"
73270,"functional"
46918,"non functional"
37800,"non functional"
42236,"non functional"
57022,"functional"
32769,"non functional"
60417,"functional"
18381,"functional"
45799,"non functional"
16607,"functional"
34727,"functional"
65469,"non functional"
44913,"non functional"
50367,"non functional"
50806,"functional"
40770,"non functional"
3166,"functional"
43932,"functional"
9054,"non functional"
3088,"functional"
55589,"functional"
56199,"non functional"
43749,"non functional"
70409,"non functional"
47010,"functional"
30427,"non functional"
31052,"functional"
14338,"functional"
53535,"non functional"
54524,"functional"
34913,"functional"
70918,"non functional"
55805,"non functional"
46480,"non functional"
6477,"functional"
68683,"non functional"
64153,"functional"
5836,"functional"
47654,"non functional"
47513,"functional"
70105,"functional"
65915,"non functional"
72961,"non functional"
20292,"non functional"
9641,"functional"
43467,"non functional"
34468,"functional"
24910,"functional"
59441,"non functional"
73772,"functional"
67356,"functional"
5377,"non functional"
56133,"non functional"
38004,"non functional"
65662,"functional"
68465,"non functional"
9610,"functional"
13502,"functional"
53131,"non functional"
43862,"functional"
41294,"functional"
29623,"non functional"
73956,"non functional"
69743,"non functional"
54200,"functional"
24857,"non functional"
46305,"functional"
26411,"functional"
62264,"non functional"
31079,"functional"
43949,"functional"
10433,"non functional"
26672,"non functional"
21265,"non functional"
10059,"functional"
60084,"non functional"
53252,"functional"
32035,"functional"
72898,"non functional"
34460,"functional"
68561,"functional"
20908,"non functional"
34485,"non functional"
58522,"non functional"
19340,"functional"
24072,"non functional"
1597,"functional"
21617,"functional"
4294,"non functional"
62458,"functional"
60703,"functional"
54351,"non functional"
3655,"non functional"
52100,"non functional"
35989,"functional"
34759,"non functional"
55209,"functional"
21606,"functional"
20748,"non functional"
73003,"functional"
29246,"functional"
29896,"non functional"
30122,"non functional"
37159,"non functional"
62494,"functional"
54202,"non functional"
60549,"functional"
63553,"functional"
13980,"non functional"
56243,"functional"
23544,"functional"
73601,"non functional"
13232,"non functional"
24549,"non functional"
49792,"functional"
36789,"non functional"
40035,"functional"
70871,"functional"
53126,"non functional"
57744,"functional"
30902,"functional"
40155,"non functional"
55484,"non functional"
12965,"non functional"
1862,"functional"
9531,"non functional"
21824,"functional"
63103,"functional"
66838,"non functional"
39758,"functional"
15287,"functional"
14628,"non functional"
12434,"non functional"
39114,"non functional"
26802,"functional"
17956,"non functional"
9652,"functional"
73221,"functional"
30495,"non functional"
25095,"functional"
37362,"functional"
30853,"non functional"
37450,"non functional"
7709,"non functional"
71149,"functional"
65429,"non functional"
2279,"functional"
58659,"functional"
56347,"non functional"
48037,"functional"
304,"functional"
60334,"non functional"
35035,"non functional"
1632,"non functional"
68282,"functional"
52597,"non functional"
2155,"functional"
56324,"functional"
53263,"non functional"
66283,"functional"
68297,"functional"
66942,"non functional"
408,"non functional"
40180,"non functional"
16240,"functional"
24437,"non functional"
6210,"functional"
65242,"functional"
24615,"non functional"
55748,"functional"
10808,"functional"
49461,"non functional"
10187,"non functional"
30169,"non functional"
45003,"functional"
29475,"non functional"
67368,"functional"
65354,"functional"
59864,"non functional"
36107,"functional"
17670,"functional"
45099,"non functional"
33315,"non functional"
1798,"non functional"
15625,"functional"
71041,"non functional"
14802,"functional"
70723,"functional"
36579,"non functional"
55771,"functional"
11291,"functional"
53452,"non functional"
73294,"non functional"
42193,"non functional"
22069,"functional"
32094,"non functional"
33954,"functional"
65569,"functional"
14971,"non functional"
53392,"functional"
38014,"functional"
47887,"non functional"
427,"non functional"
47187,"non functional"
57770,"functional"
35802,"non functional"
5807,"functional"
29766,"functional"
69039,"non functional"
25933,"functional"
71281,"functional"
66591,"non functional"
44836,"non functional"
70648,"non functional"
24112,"functional"
53139,"non functional"
16115,"functional"
12360,"functional"
10119,"non functional"
6607,"functional"
17198,"functional"
57604,"non functional"
15591,"non functional"
35030,"non functional"
1602,"functional"
44175,"non functional"
34772,"functional"
60568,"functional"
30334,"non functional"
46063,"functional"
68082,"functional"
51738,"non functional"
263,"non functional"
34532,"non functional"
18645,"functional"
1137,"non functional"
8187,"functional"
59135,"functional"
23404,"non functional"
33150,"functional"
18511,"functional"
73329,"non functional"
73192,"non functional"
67741,"non functional"
43292,"functional"
72788,"non functional"
61551,"functional"
17789,"functional"
40009,"non functional"
33599,"functional"
18995,"functional"
42047,"non functional"
67141,"non functional"
1661,"non functional"
54893,"functional"
46857,"non functional"
47355,"functional"
71793,"functional"
43387,"non functional"
44743,"functional"
33357,"functional"
21868,"non functional"
29768,"non functional"
42053,"non functional"
26585,"functional"
41862,"non functional"
37361,"functional"
41897,"functional"
42244,"non functional"
55338,"functional"
3315,"functional"
62411,"non functional"
44380,"non functional"
67518,"non functional"
14299,"functional"
49562,"non functional"
56390,"functional"
6721,"functional"
45466,"non functional"
34430,"functional"
25314,"functional"
14119,"non functional"
8218,"non functional"
58826,"non functional"
3347,"functional"
65209,"non functional"
15149,"functional"
58611,"functional"
48750,"non functional"
35674,"functional"
41961,"functional"
48812,"non functional"
60551,"non functional"
42318,"non functional"
17295,"functional"
3024,"non functional"
31612,"functional"
19598,"functional"
71357,"non functional"
56135,"functional"
64604,"functional"
25672,"non functional"
44392,"non functional"
48738,"non functional"
58474,"functional"
37377,"non functional"
40319,"functional"
38029,"functional"
53170,"non functional"
50190,"functional"
66802,"functional"
74030,"non functional"
14612,"non functional"
39928,"non functional"
7471,"functional"
48430,"non functional"
34984,"functional"
8786,"functional"
2751,"non functional"
60578,"functional"
17632,"functional"
20077,"non functional"
49407,"non functional"
20427,"non functional"
71368,"functional"
71308,"non functional"
18764,"functional"
9785,"functional"
1743,"non functional"
49976,"functional"
5142,"functional"
13224,"non functional"
38073,"non functional"
35711,"non functional"
3988,"functional"
9205,"non functional"
46171,"functional"
15001,"functional"
33206,"non functional"
46425,"functional"
74099,"functional"
14041,"non functional"
43989,"non functional"
28795,"non functional"
50777,"functional"
3325,"non functional"
42215,"functional"
29920,"functional"
42826,"non functional"
55212,"functional"
39537,"functional"
43814,"non functional"
58252,"non functional"
48764,"non functional"
66818,"functional"
30532,"non functional"
53458,"functional"
50722,"functional"
18154,"non functional"
17719,"functional"
5930,"functional"
57520,"non functional"
51351,"non functional"
66807,"non functional"
43438,"functional"
20409,"non functional"
28130,"functional"
71135,"functional"
30875,"non functional"
9213,"functional"
33341,"functional"
51458,"non functional"
7648,"non functional"
63666,"non functional"
21366,"functional"
18911,"non functional"
61076,"functional"
26404,"functional"
38350,"non functional"
16368,"functional"
20258,"functional"
7859,"non functional"
4405,"non functional"
13917,"non functional"
37518,"functional"
16777,"non functional"
60400,"functional"
10073,"functional"
13350,"non functional"
49688,"functional"
13955,"functional"
40918,"non functional"
13226,"non functional"
58334,"non functional"
17545,"functional"
59015,"non functional"
3374,"functional"
24887,"functional"
38209,"non functional"
46723,"functional"
62578,"functional"
55412,"non functional"
73903,"non functional"
52049,"non functional"
5862,"functional"
15371,"non functional"
47621,"functional"
21218,"functional"
71567,"non functional"
65260,"functional"
6153,"functional"
34233,"non functional"
873,"non functional"
24567,"non functional"
20024,"functional"
46539,"non functional"
14635,"functional"
29072,"functional"
35356,"non functional"
936,"functional"
68838,"functional"
69715,"non functional"
21190,"non functional"
32469,"non functional"
73330,"functional"
56572,"non functional"
69285,"functional"
2874,"functional"
16767,"non functional"
59037,"functional"
9209,"functional"
48673,"non functional"
11376,"non functional"
63473,"non functional"
33718,"functional"
64374,"non functional"
20557,"functional"
63068,"functional"
40865,"non functional"
247,"functional"
22514,"functional"
69849,"non functional"
33102,"non functional"
30549,"non functional"
16753,"functional"
71400,"non functional"
33403,"functional"
21798,"functional"
20721,"non functional"
32707,"functional"
2923,"functional"
67831,"non functional"
59754,"non functional"
35196,"non functional"
26403,"functional"
38262,"non functional"
47746,"functional"
15274,"functional"
31525,"non functional"
60960,"functional"
65784,"functional"
62754,"non functional"
29093,"non functional"
34854,"non functional"
48681,"functional"
10776,"non functional"
6743,"functional"
45227,"functional"
30267,"non functional"
23140,"functional"
57490,"functional"
4504,"non functional"
19727,"non functional"
71984,"non functional"
43209,"functional"
72753,"non functional"
